2025-07-23 06:27:52.574 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, 5)
2025-07-23 06:27:59.711 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the immediate surroundings are clear in all directions (front, left, and right) with a distance of 300.0cm, suggesting no obstacles are nearby.
2025-07-23 06:27:59.711 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the path ahead is clear and the goal is straight ahead, the best approach is to move forward while continuously monitoring sensor readings for any changes or obstacles that might appear.
2025-07-23 06:27:59.712 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 5), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 5}
2025-07-23 06:27:59.712 | INFO     | langgraph_new:execute_action:549 - Robot moved 5 cells to (0, 5)
2025-07-23 06:28:03.820 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front, left, and right areas are clear, with the right side having a closer obstacle at 180cm. The current map shows the goal position at (6, 0) and obstacles below the robot's current position.
2025-07-23 06:28:03.821 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: To safely advance toward the goal, the robot should move forward while gathering more map information, avoiding potential obstacles to the right.
2025-07-23 06:28:03.821 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 8), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:03.821 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 8)
2025-07-23 06:28:07.731 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front and left areas are clear, while the right area has a closer obstacle. The current map shows the robot is facing up and has a goal to the right and down.
2025-07-23 06:28:07.731 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: The best approach is to move forward while avoiding obstacles and gathering more map information. Since the front area is clear, the robot can move forward.
2025-07-23 06:28:07.731 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 11), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:07.732 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 11)
2025-07-23 06:28:07.732 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, -3)
2025-07-23 06:28:08.639 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the immediate surroundings are clear in all directions, with no obstacles detected within a 300cm range. The goal is located 3 cells below the current position.
2025-07-23 06:28:08.640 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the path to the goal is clear, the best action is to move forward toward the goal, gathering more map information as we move.
2025-07-23 06:28:08.640 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 3), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:08.640 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 3)
2025-07-23 06:28:12.862 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front, left, and right areas are clear, with the closest obstacle detected 240cm to the right. Given the robot's current position and goal, moving forward is the most direct path.
2025-07-23 06:28:12.862 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the goal is directly below the current position and the path ahead is clear, the best strategy is to move forward as many cells as possible without hitting an obstacle or going out of bounds.
2025-07-23 06:28:12.862 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 6), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:12.863 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 6)
2025-07-23 06:28:16.748 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front and left sides are clear, while the right side has a closer obstacle. The current map shows the goal is below the robot's position, with obstacles to the right and unknown areas below.
2025-07-23 06:28:16.748 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: The best approach is to move forward while avoiding obstacles and gathering more map information.
2025-07-23 06:28:16.748 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 9), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:16.749 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 9)
2025-07-23 06:28:20.711 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front and left areas are clear, while the right area has a nearby obstacle. Given the robot's current position and goal, moving forward is the most direct path.
2025-07-23 06:28:20.711 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Move forward to advance toward the goal while gathering more map information.
2025-07-23 06:28:20.712 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 12), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:20.712 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 12)
2025-07-23 06:28:20.712 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (3, 0)
2025-07-23 06:28:21.731 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: Sensor data indicates clear surroundings with no immediate obstacles within 300cm in all directions. The goal is 3 units away, and the current path appears to be clear of obstacles.
2025-07-23 06:28:21.731 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Move forward to advance toward the goal while gathering more map information, as the path ahead is clear.
2025-07-23 06:28:21.732 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 3), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:28:21.732 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 3)
2025-07-23 06:28:25.086 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11375, Requested 1125. Please try again in 2.497s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:25.086 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:28:25.087 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (4, 0)
2025-07-23 06:28:25.416 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11309, Requested 1103. Please try again in 2.06s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:25.417 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:28:25.417 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (5, 5)
2025-07-23 06:28:25.735 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11244, Requested 1120. Please try again in 1.817s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:25.736 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:28:25.736 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (8, 8)
2025-07-23 06:28:26.102 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11171, Requested 1140. Please try again in 1.553999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:26.102 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:28:26.103 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (2, 2)
2025-07-23 06:28:26.491 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11093, Requested 1107. Please try again in 998ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:26.491 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:28:26.492 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (6, 0)
2025-07-23 06:28:26.801 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Used 11030, Requested 1098. Please try again in 640ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:28:26.802 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:05.078 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, 5)
2025-07-23 06:31:06.270 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the immediate surroundings are clear in all directions, with no obstacles detected within a 300cm range.
2025-07-23 06:31:06.270 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the path ahead is clear, the best action is to move forward toward the goal, gathering more information about the environment as we go.
2025-07-23 06:31:06.271 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 5), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 5}
2025-07-23 06:31:06.271 | INFO     | langgraph_new:execute_action:549 - Robot moved 5 cells to (0, 5)
2025-07-23 06:31:06.272 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, 4)
2025-07-23 06:31:07.355 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front and left sides are clear, while the right side has a nearby obstacle. The goal is located at (0, 4), which is currently not blocked by any detected obstacles.
2025-07-23 06:31:07.355 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Move forward to gather more information and advance toward the goal while avoiding obstacles.
2025-07-23 06:31:07.355 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 3), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 3}
2025-07-23 06:31:07.356 | INFO     | langgraph_new:execute_action:549 - Robot moved 3 cells to (0, 3)
2025-07-23 06:31:08.650 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The front sensor reading of 300.0cm indicates a clear path ahead, while the left sensor reading of 30.0cm suggests an obstacle to the left. The right sensor reading of 240.0cm indicates a clear path to the right. Given the goal is at (0, 4) and the current position is (0, 3), moving forward is the most direct path.
2025-07-23 06:31:08.650 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the front path is clear and the goal is directly ahead, the best action is to move forward. Given the front sensor reading, it's safe to move more than one cell if the path remains clear.
2025-07-23 06:31:08.650 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 4), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:31:08.651 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 4)
2025-07-23 06:31:08.651 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (6, 0)
2025-07-23 06:31:09.688 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the immediate surroundings are clear in all directions (front, left, and right) with a distance of 300.0cm, suggesting no obstacles are nearby.
2025-07-23 06:31:09.688 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the front sensor reading is clear, the best approach is to move forward toward the goal, gathering more information about the environment as the robot progresses.
2025-07-23 06:31:09.689 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 5), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 5}
2025-07-23 06:31:09.689 | INFO     | langgraph_new:execute_action:549 - Robot moved 5 cells to (0, 5)
2025-07-23 06:31:10.898 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The sensor data indicates that the front, left, and right areas are clear, with the closest obstacle detected 180cm to the right. Given the robot's current position and goal, moving forward is a viable option to advance toward the goal while gathering more map information.
2025-07-23 06:31:10.898 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: The best approach is to move forward, utilizing the clear path to advance toward the goal while updating the map with new information.
2025-07-23 06:31:10.898 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 10), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 5}
2025-07-23 06:31:10.899 | INFO     | langgraph_new:execute_action:549 - Robot moved 5 cells to (0, 10)
2025-07-23 06:31:12.429 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: Sensor data indicates a clear path forward and to the left, but an obstacle is detected 30cm to the right. The current map shows the robot is facing up and has a goal to the right and down.
2025-07-23 06:31:12.429 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: To safely advance toward the goal, the robot should turn to face the direction that allows it to move toward the goal while avoiding obstacles.
2025-07-23 06:31:12.429 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 10), 'type': 'TURN', 'direction': 'RIGHT'}
2025-07-23 06:31:12.430 | INFO     | langgraph_new:execute_action:526 - Robot turned RIGHT, now facing RIGHT
2025-07-23 06:31:14.363 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The front sensor reading of 30.0cm indicates a blocked path ahead, while the left and right sensors show clear paths. This suggests that the robot is facing an obstacle directly in front of it.
2025-07-23 06:31:14.363 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: To safely advance toward the goal, the robot should turn to avoid the obstacle in front of it. Since the goal is to the right and down, turning right would be a good first step to get around the obstacle and gather more map information.
2025-07-23 06:31:14.363 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 10), 'type': 'TURN', 'direction': 'RIGHT'}
2025-07-23 06:31:14.364 | INFO     | langgraph_new:execute_action:526 - Robot turned RIGHT, now facing DOWN
2025-07-23 06:31:14.790 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99430, Requested 1150. Please try again in 8m20.694s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:14.791 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:14.791 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, -3)
2025-07-23 06:31:15.192 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99430, Requested 1096. Please try again in 7m33.652s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:15.193 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:15.193 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (3, 0)
2025-07-23 06:31:15.712 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99429, Requested 1103. Please try again in 7m39.203s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:15.713 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:15.713 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (4, 0)
2025-07-23 06:31:16.274 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99428, Requested 1103. Please try again in 7m38.619s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:16.274 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:16.275 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (5, 5)
2025-07-23 06:31:16.773 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99428, Requested 1120. Please try again in 7m52.853999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:16.773 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:16.774 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (8, 8)
2025-07-23 06:31:17.744 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99427, Requested 1140. Please try again in 8m9.124s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:17.745 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:17.745 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (2, 2)
2025-07-23 06:31:18.246 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99426, Requested 1107. Please try again in 7m40.139s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:18.247 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:31:18.248 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (6, 0)
2025-07-23 06:31:18.838 | ERROR    | langgraph_new:_llm_plan_navigation:285 - Invalid LLM response: {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k0ttc2jjeg69mfjew7dmdqqn` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99425, Requested 1098. Please try again in 7m31.751999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
2025-07-23 06:31:18.839 | ERROR    | langgraph_new:navigate_step:122 - LLM failed to generate navigation plan
2025-07-23 06:33:44.128 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, 5)
2025-07-23 06:33:45.130 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is at position (0,0) facing UP with a goal at (0,5). Sensor readings indicate clear paths in all directions (front, left, right).
2025-07-23 06:33:45.130 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the path to the goal is clear and the robot is facing the goal, the best action is to move forward.
2025-07-23 06:33:45.131 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 5), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 5}
2025-07-23 06:33:45.131 | INFO     | langgraph_new:execute_action:549 - Robot moved 5 cells to (0, 5)
2025-07-23 06:33:45.132 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (0, 4)
2025-07-23 06:33:46.390 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is currently at position (0,0) facing UP with a goal at (0,4). Sensor readings indicate that the front, left, and right areas are clear with distances 300.0cm, 300.0cm, and 60.0cm respectively.
2025-07-23 06:33:46.390 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: The best approach is to move forward since the front sensor indicates a clear path and moving forward will directly advance the robot toward the goal.
2025-07-23 06:33:46.391 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 1), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:33:46.391 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 1)
2025-07-23 06:33:47.669 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is currently at position (0,1) facing up. The sensor readings indicate that the front and left areas are clear, but the right area is blocked. The goal is at position (0,4).
2025-07-23 06:33:47.670 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Given that the front and left sensors are clear, and the goal is directly above the robot, the best strategy is to move forward while ensuring safety.
2025-07-23 06:33:47.670 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 2), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:33:47.670 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 2)
2025-07-23 06:33:47.671 | INFO     | langgraph_new:__init__:105 - LLM Navigation System initialized | Target: (6, 0)
2025-07-23 06:33:48.956 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is at position (0,0) facing UP. Sensor readings indicate that the front, left, and right areas are clear up to 300.0cm. The goal is at position (6,0).
2025-07-23 06:33:48.957 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the robot is facing UP and the goal is to the right, it needs to move forward or turn to face the goal. Given the clear path ahead and the goal's position, moving forward is the most direct approach.
2025-07-23 06:33:48.957 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 1), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:33:48.957 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 1)
2025-07-23 06:33:50.406 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is currently at position (0,1) facing UP. The sensor readings indicate that the front, left, and right areas are clear with a distance of 300.0cm. The goal is at position (6,0).
2025-07-23 06:33:50.406 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Since the direct path to the goal is blocked by obstacles, the robot needs to find an alternative route. Given that the front sensor reading is clear, the robot can move forward to explore potential paths.
2025-07-23 06:33:50.406 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 2), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:33:50.407 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 2)
2025-07-23 06:33:51.709 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is currently at position (0,2) facing up. Sensor readings indicate that the front, left, and right areas are clear. The goal is at position (6,0).
2025-07-23 06:33:51.710 | INFO     | langgraph_new:_parse_navigation_actions:468 - LLM Strategy: Move forward to get closer to the goal while staying safe.
2025-07-23 06:33:51.710 | INFO     | langgraph_new:navigate_step:129 - Generated action: {'next_waypoint': (0, 3), 'type': 'MOVE', 'direction': 'FORWARD', 'cells': 1}
2025-07-23 06:33:51.710 | INFO     | langgraph_new:execute_action:549 - Robot moved 1 cells to (0, 3)
2025-07-23 06:33:53.057 | INFO     | langgraph_new:_parse_navigation_actions:466 - LLM Spatial Analysis: The robot is currently at position (0,3) facing up. Sensor readings indicate that the front, left, and right areas are clear. The goal is at position (6,0).
